COL1,COL2,COL3,COL4
sans,doute,avait,reçu
doute,avait,reçu,le
avait,reçu,le,chapeau
reçu,le,chapeau,de
le,chapeau,de,la
chapeau,de,la,gare
de,la,gare,et
la,gare,et,sans
gare,et,sans,rien
et,sans,rien,entendre
sans,rien,entendre,au
rien,entendre,au,fond
entendre,au,fond,de
au,fond,de,la
fond,de,la,chambre
de,la,chambre,rouge
la,chambre,rouge,devant
chambre,rouge,devant,un
rouge,devant,un,lit
devant,un,lit,semé
un,lit,semé,de
lit,semé,de,vieux
semé,de,vieux,rubans
de,vieux,rubans,et
vieux,rubans,et,de
rubans,et,de,plumes
et,de,plumes,défrisées
de,plumes,défrisées,elle
plumes,défrisées,elle,cousait
défrisées,elle,cousait,décousait
elle,cousait,décousait,rebâtissait
cousait,décousait,rebâtissait,sa
décousait,rebâtissait,sa,médiocre
rebâtissait,sa,médiocre,coiffure
sa,médiocre,coiffure,en
médiocre,coiffure,en,effet
coiffure,en,effet,lorsque
en,effet,lorsque,j
effet,lorsque,j,eus
lorsque,j,eus,pénétré
j,eus,pénétré,dans
eus,pénétré,dans,la
pénétré,dans,la,salle
dans,la,salle,à
la,salle,à,manger
salle,à,manger,immédiatement
à,manger,immédiatement,suivi
manger,immédiatement,suivi,de
immédiatement,suivi,de,la
suivi,de,la,visiteuse
de,la,visiteuse,ma
la,visiteuse,ma,mère
visiteuse,ma,mère,apparut
ma,mère,apparut,tenant
mère,apparut,tenant,à
apparut,tenant,à,deux
tenant,à,deux,mains
à,deux,mains,sur
deux,mains,sur,la
mains,sur,la,tête
sur,la,tête,des
la,tête,des,fils
tête,des,fils,de
des,fils,de,laiton
fils,de,laiton,des
de,laiton,des,rubans
laiton,des,rubans,et
des,rubans,et,des
rubans,et,des,plumes
et,des,plumes,qui
des,plumes,qui,n
plumes,qui,n,étaient
qui,n,étaient,pas
n,étaient,pas,encore
étaient,pas,encore,parfaitement
pas,encore,parfaitement,équilibrés
encore,parfaitement,équilibrés,elle
parfaitement,équilibrés,elle,me
équilibrés,elle,me,sourit
elle,me,sourit,de
me,sourit,de,ses
sourit,de,ses,yeux
de,ses,yeux,bleus
ses,yeux,bleus,fatigués
yeux,bleus,fatigués,d
bleus,fatigués,d,avoir
fatigués,d,avoir,travaillé
d,avoir,travaillé,à
avoir,travaillé,à,la
travaillé,à,la,chute
à,la,chute,du
la,chute,du,jour
chute,du,jour,et
du,jour,et,s
jour,et,s,écria:
et,s,écria:,regarde
s,écria:,regarde,je
écria:,regarde,je,t
regarde,je,t,attendais
je,t,attendais,pour
t,attendais,pour,te
attendais,pour,te,montrer
pour,te,montrer,mais
te,montrer,mais,apercevant
montrer,mais,apercevant,cette
mais,apercevant,cette,femme
apercevant,cette,femme,assise
cette,femme,assise,dans
femme,assise,dans,le
assise,dans,le,grand
dans,le,grand,fauteuil
le,grand,fauteuil,au
grand,fauteuil,au,fond
fauteuil,au,fond,de
au,fond,de,la
fond,de,la,salle
de,la,salle,elle
la,salle,elle,s
salle,elle,s,arrêta
elle,s,arrêta,déconcertée
s,arrêta,déconcertée,bien
arrêta,déconcertée,bien,vite
déconcertée,bien,vite,elle
bien,vite,elle,enleva
vite,elle,enleva,sa
elle,enleva,sa,coiffure
enleva,sa,coiffure,et
sa,coiffure,et,durant
coiffure,et,durant,toute
et,durant,toute,la
durant,toute,la,scène
toute,la,scène,qui
la,scène,qui,suivit
scène,qui,suivit,elle
qui,suivit,elle,la
suivit,elle,la,tint
elle,la,tint,contre
la,tint,contre,sa
tint,contre,sa,poitrine
contre,sa,poitrine,renversée
sa,poitrine,renversée,comme
poitrine,renversée,comme,un
renversée,comme,un,nid
comme,un,nid,dans
un,nid,dans,son
nid,dans,son,bras
dans,son,bras,droit
son,bras,droit,replié
bras,droit,replié,la
droit,replié,la,femme
replié,la,femme,à
la,femme,à,la
femme,à,la,capote
à,la,capote,qui
la,capote,qui,gardait
capote,qui,gardait,entre
qui,gardait,entre,ses
gardait,entre,ses,genoux
entre,ses,genoux,un
ses,genoux,un,parapluie
genoux,un,parapluie,et
un,parapluie,et,un
parapluie,et,un,sac
et,un,sac,de
un,sac,de,cuir
sac,de,cuir,avait
de,cuir,avait,commencé
cuir,avait,commencé,de
avait,commencé,de,s
commencé,de,s,expliquer
de,s,expliquer,en
s,expliquer,en,balançant
expliquer,en,balançant,légèrement
en,balançant,légèrement,la
balançant,légèrement,la,tête
légèrement,la,tête,et
la,tête,et,en
tête,et,en,faisant
et,en,faisant,claquer
en,faisant,claquer,sa
faisant,claquer,sa,langue
claquer,sa,langue,comme
sa,langue,comme,une
langue,comme,une,femme
comme,une,femme,en
une,femme,en,visite
femme,en,visite,elle
en,visite,elle,avait
visite,elle,avait,repris
elle,avait,repris,tout
avait,repris,tout,son
repris,tout,son,aplomb
tout,son,aplomb,elle
son,aplomb,elle,eut
aplomb,elle,eut,même
elle,eut,même,dès
eut,même,dès,qu
même,dès,qu,elle
dès,qu,elle,parla
qu,elle,parla,de
elle,parla,de,son
parla,de,son,fils
de,son,fils,un
son,fils,un,air
fils,un,air,supérieur
un,air,supérieur,et
air,supérieur,et,mystérieux
supérieur,et,mystérieux,qui
et,mystérieux,qui,nous
mystérieux,qui,nous,intrigua
qui,nous,intrigua,ils
nous,intrigua,ils,étaient
intrigua,ils,étaient,venus
ils,étaient,venus,tous
étaient,venus,tous,les
venus,tous,les,deux
tous,les,deux,en
les,deux,en,voiture
deux,en,voiture,de
en,voiture,de,la
voiture,de,la,ferté-d
de,la,ferté-d,angillon
la,ferté-d,angillon,à
ferté-d,angillon,à,quatorze
angillon,à,quatorze,kilomètres
à,quatorze,kilomètres,de
quatorze,kilomètres,de,sainte-agathe
kilomètres,de,sainte-agathe,veuve
de,sainte-agathe,veuve,et
sainte-agathe,veuve,et,fort
veuve,et,fort,riche
et,fort,riche,à
fort,riche,à,ce
riche,à,ce,qu
à,ce,qu,elle
ce,qu,elle,nous
qu,elle,nous,fit
elle,nous,fit,comprendre
nous,fit,comprendre,elle
fit,comprendre,elle,avait
comprendre,elle,avait,perdu
elle,avait,perdu,le
avait,perdu,le,cadet
perdu,le,cadet,de
le,cadet,de,ses
cadet,de,ses,deux
de,ses,deux,enfants
ses,deux,enfants,antoine
deux,enfants,antoine,qui
enfants,antoine,qui,était
antoine,qui,était,mort
qui,était,mort,un
était,mort,un,soir
mort,un,soir,au
un,soir,au,retour
soir,au,retour,de
au,retour,de,l
retour,de,l,école
de,l,école,pour
l,école,pour,s
école,pour,s,être
pour,s,être,baigné
s,être,baigné,avec
être,baigné,avec,son
baigné,avec,son,frère
avec,son,frère,dans
son,frère,dans,un
frère,dans,un,étang
dans,un,étang,malsain
un,étang,malsain,elle
étang,malsain,elle,avait
malsain,elle,avait,décidé
elle,avait,décidé,de
avait,décidé,de,mettre
décidé,de,mettre,l
de,mettre,l,aîné
mettre,l,aîné,augustin
l,aîné,augustin,en
aîné,augustin,en,pension
augustin,en,pension,chez
en,pension,chez,nous
pension,chez,nous,pour
chez,nous,pour,qu
nous,pour,qu,il
pour,qu,il,pût
qu,il,pût,suivre
il,pût,suivre,le
pût,suivre,le,cours
suivre,le,cours,supérieur
le,cours,supérieur,et
cours,supérieur,et,aussitôt
supérieur,et,aussitôt,elle
et,aussitôt,elle,fit
aussitôt,elle,fit,l
elle,fit,l,éloge
fit,l,éloge,de
l,éloge,de,ce
éloge,de,ce,pensionnaire
de,ce,pensionnaire,qu
ce,pensionnaire,qu,elle
pensionnaire,qu,elle,nous
qu,elle,nous,amenait
elle,nous,amenait,je
nous,amenait,je,ne
amenait,je,ne,reconnaissais
je,ne,reconnaissais,plus
ne,reconnaissais,plus,la
reconnaissais,plus,la,femme
plus,la,femme,aux
la,femme,aux,cheveux
femme,aux,cheveux,gris
aux,cheveux,gris,que
cheveux,gris,que,j
gris,que,j,avais
que,j,avais,vue
j,avais,vue,courbée
avais,vue,courbée,devant
vue,courbée,devant,la
courbée,devant,la,porte
devant,la,porte,une
la,porte,une,minute
porte,une,minute,auparavant
une,minute,auparavant,avec
minute,auparavant,avec,cet
auparavant,avec,cet,air
avec,cet,air,suppliant
cet,air,suppliant,et
air,suppliant,et,hagard
suppliant,et,hagard,de
et,hagard,de,poule
hagard,de,poule,qui
de,poule,qui,aurait
poule,qui,aurait,perdu
qui,aurait,perdu,l
aurait,perdu,l,oiseau
perdu,l,oiseau,sauvage
l,oiseau,sauvage,de
oiseau,sauvage,de,sa
sauvage,de,sa,couvée
de,sa,couvée,ce
sa,couvée,ce,qu
couvée,ce,qu,elle
ce,qu,elle,contait
qu,elle,contait,de
elle,contait,de,son
contait,de,son,fils
de,son,fils,avec
son,fils,avec,admiration
fils,avec,admiration,était
avec,admiration,était,fort
admiration,était,fort,surprenant:
était,fort,surprenant:,il
fort,surprenant:,il,aimait
surprenant:,il,aimait,à
il,aimait,à,lui
aimait,à,lui,faire
à,lui,faire,plaisir
lui,faire,plaisir,et
faire,plaisir,et,parfois
plaisir,et,parfois,il
et,parfois,il,suivait
parfois,il,suivait,le
il,suivait,le,bord
suivait,le,bord,de
le,bord,de,la
bord,de,la,rivière
de,la,rivière,jambes
la,rivière,jambes,nues
rivière,jambes,nues,pendant
jambes,nues,pendant,des
nues,pendant,des,kilomètres
pendant,des,kilomètres,pour
des,kilomètres,pour,lui
kilomètres,pour,lui,rapporter
pour,lui,rapporter,des
lui,rapporter,des,oeufs
rapporter,des,oeufs,de
des,oeufs,de,poules
oeufs,de,poules,d
de,poules,d,eau
poules,d,eau,de
d,eau,de,canards
eau,de,canards,sauvages
de,canards,sauvages,perdus
canards,sauvages,perdus,dans
sauvages,perdus,dans,les
perdus,dans,les,ajoncs
dans,les,ajoncs,il
les,ajoncs,il,tendait
ajoncs,il,tendait,aussi
il,tendait,aussi,des
tendait,aussi,des,nasses
aussi,des,nasses,l
des,nasses,l,autre
nasses,l,autre,nuit
l,autre,nuit,il
autre,nuit,il,avait
nuit,il,avait,découvert
il,avait,découvert,dans
avait,découvert,dans,le
découvert,dans,le,bois
dans,le,bois,une
le,bois,une,faisane
bois,une,faisane,prise
une,faisane,prise,au
faisane,prise,au,collet
prise,au,collet,moi
au,collet,moi,qui
collet,moi,qui,n
moi,qui,n,osais
qui,n,osais,plus
n,osais,plus,rentrer
osais,plus,rentrer,à
plus,rentrer,à,la
rentrer,à,la,maison
à,la,maison,quand
la,maison,quand,j
maison,quand,j,avais
quand,j,avais,un
j,avais,un,accroc
avais,un,accroc,à
un,accroc,à,ma
accroc,à,ma,blouse
à,ma,blouse,je
ma,blouse,je,regardais
blouse,je,regardais,millie
je,regardais,millie,avec
regardais,millie,avec,étonnement
millie,avec,étonnement,mais
avec,étonnement,mais,ma
étonnement,mais,ma,mère
mais,ma,mère,n
ma,mère,n,écoutait
mère,n,écoutait,plus
n,écoutait,plus,elle
écoutait,plus,elle,fit
plus,elle,fit,même
elle,fit,même,signe
fit,même,signe,à
même,signe,à,la
signe,à,la,dame
à,la,dame,de
la,dame,de,se
dame,de,se,taire
de,se,taire,et
se,taire,et,déposant
taire,et,déposant,avec
et,déposant,avec,précaution
déposant,avec,précaution,son
avec,précaution,son,nid
précaution,son,nid,sur
son,nid,sur,la
nid,sur,la,table
sur,la,table,elle
la,table,elle,se
table,elle,se,leva
elle,se,leva,silencieusement
se,leva,silencieusement,comme
leva,silencieusement,comme,pour
silencieusement,comme,pour,aller
comme,pour,aller,surprendre
pour,aller,surprendre,quelqu
aller,surprendre,quelqu,un
surprendre,quelqu,un,au-dessus
quelqu,un,au-dessus,de
un,au-dessus,de,nous
au-dessus,de,nous,en
de,nous,en,effet
nous,en,effet,dans
en,effet,dans,un
effet,dans,un,réduit
dans,un,réduit,où
un,réduit,où,s
réduit,où,s,entassaient
où,s,entassaient,les
s,entassaient,les,pièces
entassaient,les,pièces,d
les,pièces,d,artifice
pièces,d,artifice,noircies
d,artifice,noircies,du
artifice,noircies,du,dernier
noircies,du,dernier,quatorze
du,dernier,quatorze,juillet
dernier,quatorze,juillet,un
quatorze,juillet,un,pas
juillet,un,pas,inconnu
un,pas,inconnu,assuré
pas,inconnu,assuré,allait
inconnu,assuré,allait,et
assuré,allait,et,venait
allait,et,venait,ébranlant
et,venait,ébranlant,le
venait,ébranlant,le,plafond
ébranlant,le,plafond,traversait
le,plafond,traversait,les
plafond,traversait,les,immenses
traversait,les,immenses,greniers
les,immenses,greniers,ténébreux
immenses,greniers,ténébreux,du
greniers,ténébreux,du,premier
ténébreux,du,premier,étage
du,premier,étage,et
premier,étage,et,se
étage,et,se,perdait
et,se,perdait,enfin
se,perdait,enfin,vers
perdait,enfin,vers,les
enfin,vers,les,chambres
vers,les,chambres,d
les,chambres,d,adjoints
chambres,d,adjoints,abandonnées
d,adjoints,abandonnées,où
adjoints,abandonnées,où,l
abandonnées,où,l,on
où,l,on,mettait
l,on,mettait,sécher
on,mettait,sécher,le
mettait,sécher,le,tilleul
sécher,le,tilleul,et
le,tilleul,et,mûrir
tilleul,et,mûrir,les
et,mûrir,les,pommes
mûrir,les,pommes,déjà
les,pommes,déjà,tout
pommes,déjà,tout,à
déjà,tout,à,l
tout,à,l,heure
à,l,heure,j
l,heure,j,avais
heure,j,avais,entendu
j,avais,entendu,ce
avais,entendu,ce,bruit
entendu,ce,bruit,dans
ce,bruit,dans,les
bruit,dans,les,chambres
dans,les,chambres,du
les,chambres,du,bas
chambres,du,bas,dit
du,bas,dit,millie
bas,dit,millie,à
dit,millie,à,mi-voix
millie,à,mi-voix,et
à,mi-voix,et,je
mi-voix,et,je,croyais
et,je,croyais,que
je,croyais,que,c
croyais,que,c,était
que,c,était,toi
c,était,toi,françois
était,toi,françois,qui
toi,françois,qui,étais
françois,qui,étais,rentré
qui,étais,rentré,personne
étais,rentré,personne,ne
rentré,personne,ne,répondit
personne,ne,répondit,nous
ne,répondit,nous,étions
répondit,nous,étions,debout
nous,étions,debout,tous
étions,debout,tous,les
debout,tous,les,trois
tous,les,trois,le
les,trois,le,coeur
trois,le,coeur,battant
le,coeur,battant,lorsque
coeur,battant,lorsque,la
battant,lorsque,la,porte
lorsque,la,porte,des
la,porte,des,greniers
porte,des,greniers,qui
des,greniers,qui,donnait
greniers,qui,donnait,sur
qui,donnait,sur,l
donnait,sur,l,escalier
sur,l,escalier,de
l,escalier,de,la
escalier,de,la,cuisine
de,la,cuisine,s
la,cuisine,s,ouvrit
cuisine,s,ouvrit,quelqu
s,ouvrit,quelqu,un
ouvrit,quelqu,un,descendit
quelqu,un,descendit,les
un,descendit,les,marches
descendit,les,marches,traversa
les,marches,traversa,la
marches,traversa,la,cuisine
traversa,la,cuisine,et
la,cuisine,et,se
cuisine,et,se,présenta
et,se,présenta,dans
se,présenta,dans,l
présenta,dans,l,entrée
dans,l,entrée,obscure
l,entrée,obscure,de
entrée,obscure,de,la
obscure,de,la,salle
de,la,salle,à
la,salle,à,manger
salle,à,manger,c
à,manger,c,est
manger,c,est,toi
c,est,toi,augustin
est,toi,augustin,dit
toi,augustin,dit,la
augustin,dit,la,dame
dit,la,dame,c
la,dame,c,était
dame,c,était,un
c,était,un,grand
était,un,grand,garçon
un,grand,garçon,de
grand,garçon,de,dix-sept
garçon,de,dix-sept,ans
de,dix-sept,ans,environ
dix-sept,ans,environ,je
ans,environ,je,ne
environ,je,ne,vis
je,ne,vis,d
ne,vis,d,abord
vis,d,abord,de
d,abord,de,lui
abord,de,lui,dans
de,lui,dans,la
lui,dans,la,nuit
dans,la,nuit,tombante
la,nuit,tombante,que
nuit,tombante,que,son
tombante,que,son,chapeau
que,son,chapeau,de
son,chapeau,de,feutre
chapeau,de,feutre,paysan
de,feutre,paysan,coiffé
feutre,paysan,coiffé,en
paysan,coiffé,en,arrière
coiffé,en,arrière,et
en,arrière,et,sa
arrière,et,sa,blouse
et,sa,blouse,noire
sa,blouse,noire,sanglée
blouse,noire,sanglée,d
noire,sanglée,d,une
sanglée,d,une,ceinture
d,une,ceinture,comme
une,ceinture,comme,en
ceinture,comme,en,portent
comme,en,portent,les
en,portent,les,écoliers
portent,les,écoliers,je
les,écoliers,je,pus
écoliers,je,pus,distinguer
je,pus,distinguer,aussi
pus,distinguer,aussi,qu
distinguer,aussi,qu,il
aussi,qu,il,souriait
qu,il,souriait,il
il,souriait,il,m
souriait,il,m,aperçut
il,m,aperçut,et
m,aperçut,et,avant
aperçut,et,avant,que
et,avant,que,personne
avant,que,personne,eût
que,personne,eût,pu
personne,eût,pu,lui
eût,pu,lui,demander
pu,lui,demander,aucune
lui,demander,aucune,explication:
demander,aucune,explication:,viens-tu
aucune,explication:,viens-tu,dans
explication:,viens-tu,dans,la
viens-tu,dans,la,cour
dans,la,cour,dit-il
la,cour,dit-il,j
cour,dit-il,j,hésitai
dit-il,j,hésitai,une
j,hésitai,une,seconde
hésitai,une,seconde,puis
une,seconde,puis,comme
seconde,puis,comme,millie
puis,comme,millie,ne
comme,millie,ne,me
millie,ne,me,retenait
ne,me,retenait,pas
me,retenait,pas,je
retenait,pas,je,pris
pas,je,pris,ma
je,pris,ma,casquette
pris,ma,casquette,et
ma,casquette,et,j
casquette,et,j,allai
et,j,allai,vers
j,allai,vers,lui
allai,vers,lui,nous
vers,lui,nous,sortîmes
lui,nous,sortîmes,par
nous,sortîmes,par,la
sortîmes,par,la,porte
par,la,porte,de
la,porte,de,la
porte,de,la,cuisine
de,la,cuisine,et
la,cuisine,et,nous
cuisine,et,nous,allâmes
et,nous,allâmes,au
nous,allâmes,au,préau
allâmes,au,préau,que
au,préau,que,l
préau,que,l,obscurité
que,l,obscurité,envahissait
l,obscurité,envahissait,déjà
obscurité,envahissait,déjà,a
envahissait,déjà,a,la
déjà,a,la,lueur
a,la,lueur,de
la,lueur,de,la
lueur,de,la,fin
de,la,fin,du
la,fin,du,jour
fin,du,jour,je
du,jour,je,regardais
jour,je,regardais,en
je,regardais,en,marchant
regardais,en,marchant,sa
en,marchant,sa,face
marchant,sa,face,anguleuse
sa,face,anguleuse,au
face,anguleuse,au,nez
anguleuse,au,nez,droit
au,nez,droit,à
nez,droit,à,la
droit,à,la,lèvre
à,la,lèvre,duvetée
la,lèvre,duvetée,tiens
lèvre,duvetée,tiens,dit-il
duvetée,tiens,dit-il,j
tiens,dit-il,j,ai
dit-il,j,ai,trouvé
j,ai,trouvé,ça
ai,trouvé,ça,dans
trouvé,ça,dans,ton
ça,dans,ton,grenier
dans,ton,grenier,tu
ton,grenier,tu,n
grenier,tu,n,y
tu,n,y,avais
n,y,avais,donc
y,avais,donc,jamais
avais,donc,jamais,regardé
donc,jamais,regardé,il
jamais,regardé,il,tenait
regardé,il,tenait,à
il,tenait,à,la
tenait,à,la,main
à,la,main,une
la,main,une,petite
main,une,petite,roue
une,petite,roue,en
petite,roue,en,bois
roue,en,bois,noirci
en,bois,noirci,un
bois,noirci,un,cordon
noirci,un,cordon,de
un,cordon,de,fusées
cordon,de,fusées,déchiquetées
de,fusées,déchiquetées,courait
fusées,déchiquetées,courait,tout
déchiquetées,courait,tout,autour
courait,tout,autour,avait
tout,autour,avait,dû
autour,avait,dû,être
avait,dû,être,le
dû,être,le,soleil
être,le,soleil,ou
le,soleil,ou,la
soleil,ou,la,lune
ou,la,lune,au
la,lune,au,feu
lune,au,feu,d
au,feu,d,artifice
feu,d,artifice,du
d,artifice,du,quatorze
artifice,du,quatorze,juillet
du,quatorze,juillet,il
quatorze,juillet,il,y
juillet,il,y,en
il,y,en,a
y,en,a,deux
en,a,deux,qui
a,deux,qui,ne
deux,qui,ne,sont
qui,ne,sont,pas
ne,sont,pas,parties:
sont,pas,parties:,nous
pas,parties:,nous,allons
parties:,nous,allons,toujours
nous,allons,toujours,les
allons,toujours,les,allumer
toujours,les,allumer,dit-il
les,allumer,dit-il,d
allumer,dit-il,d,un
dit-il,d,un,ton
d,un,ton,tranquille
un,ton,tranquille,et
ton,tranquille,et,de
tranquille,et,de,l
et,de,l,air
de,l,air,de
l,air,de,quelqu
air,de,quelqu,un
de,quelqu,un,qui
quelqu,un,qui,espère
un,qui,espère,bien
qui,espère,bien,trouver
espère,bien,trouver,mieux
bien,trouver,mieux,par
trouver,mieux,par,la
mieux,par,la,suite
par,la,suite,il
la,suite,il,jeta
suite,il,jeta,son
il,jeta,son,chapeau
jeta,son,chapeau,par
son,chapeau,par,terre
chapeau,par,terre,et
par,terre,et,je
terre,et,je,vis
et,je,vis,qu
je,vis,qu,il
vis,qu,il,avait
qu,il,avait,les
il,avait,les,cheveux
avait,les,cheveux,complètement
les,cheveux,complètement,ras
cheveux,complètement,ras,comme
complètement,ras,comme,un
ras,comme,un,paysan
comme,un,paysan,il
un,paysan,il,me
paysan,il,me,montra
il,me,montra,les
me,montra,les,deux
montra,les,deux,fusées
les,deux,fusées,avec
deux,fusées,avec,leurs
fusées,avec,leurs,bouts
avec,leurs,bouts,de
leurs,bouts,de,mèche
bouts,de,mèche,en
de,mèche,en,papier
mèche,en,papier,que
en,papier,que,la
papier,que,la,flamme
que,la,flamme,avait
la,flamme,avait,coupés
flamme,avait,coupés,noircis
avait,coupés,noircis,puis
coupés,noircis,puis,abandonnés
noircis,puis,abandonnés,il
puis,abandonnés,il,planta
abandonnés,il,planta,dans
il,planta,dans,le
planta,dans,le,sable
dans,le,sable,le
le,sable,le,moyeu
sable,le,moyeu,de
le,moyeu,de,la
moyeu,de,la,roue
de,la,roue,tira
la,roue,tira,de
roue,tira,de,sa
tira,de,sa,poche
de,sa,poche,à
sa,poche,à,mon
poche,à,mon,grand
à,mon,grand,étonnement
mon,grand,étonnement,car
grand,étonnement,car,cela
étonnement,car,cela,nous
car,cela,nous,était
cela,nous,était,formellement
nous,était,formellement,interdit
était,formellement,interdit,une
formellement,interdit,une,boîte
interdit,une,boîte,d
une,boîte,d,allumettes
boîte,d,allumettes,se
d,allumettes,se,baissant
allumettes,se,baissant,avec
se,baissant,avec,précaution
